  0.00000000       0.00000000    
  0.250000000      0.240000010    
  0.509999990      0.560000002    
  0.759999990      0.899999976    
   1.00999999       1.24000001    
   1.25999999       1.50000000    
   1.51999998       1.63999999    
   1.76999998       1.72000003    
   2.01999998       1.75999999    
   2.26999998       1.77999997    
   2.52999997       1.78999996    
   2.77999997       1.79599988    
   3.02999997       1.79999995    
   3.27999997       1.89999998    
   3.53999996       2.03999996    
   3.78999996       2.16000009    
   4.03999996       2.24000001    
   4.28999996       2.28999996    
   4.55000019       2.32000017    
   4.80000019       2.33999991    
   5.05000019       2.34999990    
   5.30000019       2.40000010    
   5.55999994       2.50000000    
   5.80999994       2.63999987    
   6.05999994       2.79999995    
   6.30999994       2.96000004    
   6.57000017       3.07999992    
   6.82000017       3.16000009    
   7.07000017       3.22000003    
   7.32000017       3.25999975    
   7.57999992       3.29000020    
   7.82999992       3.30999994    
   8.07999992       3.32000017    
   8.32999992       3.03999996    
   8.59000015       2.55999994    
   8.84000015       1.89999998    
   9.09000015       1.24000001    
   9.34000015      0.899999976    
   9.60000038      0.759999990    
   9.85000038      0.699999988    
   10.1000004      0.659999967    
   10.3500004      0.639999986    
   10.6099997      0.699999988    
   10.8599997      0.839999974    
   11.1099997       1.10000002    
   11.3599997       1.43999994    
   11.6199999       1.89999998    
   11.8699999       2.44000006    
   12.1199999       3.00000000    
   12.3699999       3.50000000    
   12.6300001       3.84000015    
   12.8800001       4.09999990    
   13.1300001       4.24000025    
   13.3800001       4.35999966    
   13.6400003       4.44000006    
   13.8900003       4.50000000    
   14.1400003       4.53999996    
   14.3900003       4.57000017    
   14.6499996       4.58400011    
   14.8999996       4.59200001    
   15.1499996       4.59599972    
   15.3999996       4.59800005    
   15.6599998       4.59899998    
   15.9099998       4.59959984    
   16.1599998       4.59980011    
   16.4099998       4.59980011    
   16.6700001       4.59980011    
   16.9200001       4.59980011    
   17.1700001       4.59980011    
   17.4200001       4.59980011    
   17.6800003       4.59980011    
   17.9300003       4.59980011    
   18.1800003       4.59980011    
   18.4300003       4.59980011    
   18.6900005       4.59980011    
   18.9400005       4.59980011    
   19.1900005       4.59980011    
   19.4400005       4.59980011    
   19.7000008       4.59980011    
   19.9500008       4.59980011    
   20.2000008       4.59999990    
   20.4500008       4.64000034    
   20.7099991       4.69999981    
   20.9599991       4.75999975    
   21.2099991       4.82000017    
   21.4599991       4.85999966    
   21.7199993       4.90000010    
   21.9699993       4.92999983    
   22.2199993       4.95600033    
   22.4699993       4.97599983    
   22.7299995       4.98799992    
   22.9799995       4.99399996    
   23.2299995       4.99700022    
   23.4799995       4.99860001    
   23.7399998       4.99940014    
   23.9899998       4.99980021    
   24.2399998       4.99980021    
   24.4899998       5.00000000    
   24.7500000       5.00000000    
   25.0000000       5.00000000    
