time_s,aircraft_x,aircraft_y,aircraft_z,missile_x,missile_y,missile_z,distance
47.200,30960.918,567.878,7150.498,23687.635,-1043.970,5553.112,7619.078
47.250,30972.614,568.592,7151.765,23712.888,-1039.300,5557.128,7604.723
47.300,30984.307,569.249,7153.034,23738.149,-1034.680,5561.151,7590.354
47.350,30995.996,569.849,7154.306,23763.419,-1030.111,5565.181,7575.972
47.400,31007.680,570.392,7155.581,23788.696,-1025.593,5569.219,7561.577
47.450,31019.361,570.877,7156.858,23813.982,-1021.127,5573.264,7547.168
47.500,31031.037,571.305,7158.138,23839.275,-1016.714,5577.316,7532.744
47.550,31042.708,571.676,7159.420,23864.576,-1012.353,5581.376,7518.307
47.600,31054.374,571.990,7160.704,23889.886,-1008.046,5585.442,7503.856
47.650,31066.036,572.246,7161.990,23915.203,-1003.793,5589.515,7489.391
47.700,31077.691,572.445,7163.278,23940.529,-999.594,5593.595,7474.912
47.750,31089.342,572.586,7164.567,23965.862,-995.449,5597.681,7460.418
47.800,31100.986,572.670,7165.859,23991.203,-991.359,5601.775,7445.910
47.850,31112.625,572.698,7167.152,24016.552,-987.324,5605.874,7431.387
47.900,31124.258,572.668,7168.446,24041.908,-983.345,5609.980,7416.850
47.950,31135.884,572.581,7169.742,24067.273,-979.422,5614.093,7402.299
48.000,31147.504,572.437,7171.038,24092.645,-975.555,5618.211,7387.733
48.050,31159.118,572.237,7172.336,24118.024,-971.745,5622.336,7373.153
48.100,31170.725,571.980,7173.635,24143.411,-967.991,5626.467,7358.558
48.150,31182.325,571.667,7174.935,24168.806,-964.295,5630.604,7343.949
48.200,31193.918,571.298,7176.235,24194.207,-960.655,5634.746,7329.326
48.250,31205.504,570.873,7177.537,24219.617,-957.073,5638.895,7314.688
48.300,31217.083,570.392,7178.838,24245.033,-953.549,5643.048,7300.036
48.350,31228.654,569.855,7180.140,24270.456,-950.083,5647.208,7285.370
48.400,31240.219,569.263,7181.443,24295.887,-946.674,5651.373,7270.690
48.450,31251.775,568.617,7182.745,24321.324,-943.324,5655.543,7255.995
48.500,31263.325,567.915,7184.048,24346.768,-940.032,5659.718,7241.287
48.550,31274.867,567.159,7185.351,24372.219,-936.798,5663.898,7226.565
48.600,31286.401,566.349,7186.654,24397.677,-933.623,5668.084,7211.830
48.650,31297.927,565.485,7187.956,24423.141,-930.506,5672.274,7197.081
48.700,31309.446,564.567,7189.258,24448.611,-927.448,5676.468,7182.318
48.750,31320.957,563.596,7190.560,24474.088,-924.448,5680.668,7167.543
48.800,31332.460,562.573,7191.861,24499.571,-921.508,5684.872,7152.754
48.850,31343.956,561.496,7193.162,24525.060,-918.626,5689.080,7137.953
48.900,31355.443,560.368,7194.462,24550.555,-915.802,5693.293,7123.138
48.950,31366.923,559.187,7195.762,24576.056,-913.038,5697.510,7108.311
49.000,31378.395,557.955,7197.060,24601.562,-910.331,5701.730,7093.472
49.050,31389.860,556.673,7198.358,24627.074,-907.684,5705.955,7078.621
49.100,31401.316,555.339,7199.654,24652.592,-905.095,5710.183,7063.758
49.150,31412.765,553.955,7200.950,24678.115,-902.565,5714.416,7048.883
49.200,31424.207,552.522,7202.244,24703.643,-900.093,5718.651,7033.997
49.250,31435.640,551.039,7203.537,24729.176,-897.679,5722.890,7019.099
49.300,31447.066,549.507,7204.829,24754.715,-895.323,5727.133,7004.191
49.350,31458.485,547.927,7206.119,24780.258,-893.026,5731.378,6989.272
49.400,31469.896,546.299,7207.408,24805.806,-890.786,5735.627,6974.342
49.450,31481.300,544.623,7208.695,24831.359,-888.604,5739.878,6959.403
49.500,31492.697,542.900,7209.980,24856.916,-886.480,5744.132,6944.453
49.550,31504.086,541.130,7211.263,24882.477,-884.413,5748.389,6929.494
49.600,31515.469,539.315,7212.545,24908.043,-882.403,5752.648,6914.525
49.650,31526.844,537.454,7213.825,24933.613,-880.449,5756.910,6899.548
49.700,31538.213,535.548,7215.102,24959.186,-878.553,5761.174,6884.561
49.750,31549.575,533.598,7216.378,24984.764,-876.713,5765.440,6869.567
49.800,31560.931,531.603,7217.651,25010.345,-874.929,5769.708,6854.564
49.850,31572.280,529.565,7218.923,25035.930,-873.201,5773.978,6839.553
49.900,31583.623,527.485,7220.191,25061.519,-871.529,5778.250,6824.535
49.950,31594.960,525.362,7221.458,25087.111,-869.912,5782.523,6809.510
50.000,31606.291,523.197,7222.722,25112.706,-868.350,5786.798,6794.478
50.050,31617.616,520.992,7223.983,25138.304,-866.842,5791.074,6779.439
50.100,31628.936,518.746,7225.242,25163.906,-865.389,5795.352,6764.394
50.150,31640.250,516.460,7226.498,25189.510,-863.990,5799.630,6749.344
50.200,31651.559,514.134,7227.752,25215.117,-862.644,5803.909,6734.288
50.250,31662.863,511.770,7229.002,25240.727,-861.352,5808.189,6719.227
50.300,31674.162,509.369,7230.250,25266.339,-860.112,5812.470,6704.161
50.350,31685.457,506.929,7231.494,25291.954,-858.925,5816.751,6689.091
50.400,31696.747,504.453,7232.736,25317.571,-857.789,5821.033,6674.017
50.450,31708.033,501.941,7233.974,25343.190,-856.706,5825.315,6658.939
50.500,31719.315,499.393,7235.209,25368.812,-855.673,5829.597,6643.858
50.550,31730.593,496.811,7236.441,25394.435,-854.691,5833.878,6628.774
50.600,31741.868,494.195,7237.670,25420.061,-853.759,5838.160,6613.687
50.650,31753.140,491.545,7238.895,25445.688,-852.877,5842.441,6598.598
50.700,31764.408,488.863,7240.117,25471.317,-852.044,5846.722,6583.508
50.750,31775.674,486.149,7241.335,25496.948,-851.260,5851.003,6568.416
50.800,31786.938,483.403,7242.549,25522.581,-850.523,5855.282,6553.323
50.850,31798.199,480.628,7243.760,25548.214,-849.835,5859.561,6538.229
50.900,31809.458,477.822,7244.967,25573.850,-849.193,5863.838,6523.135
50.950,31820.715,474.987,7246.171,25599.486,-848.598,5868.115,6508.042
51.000,31831.971,472.125,7247.370,25625.124,-848.049,5872.390,6492.948
51.050,31843.226,469.234,7248.565,25650.763,-847.545,5876.663,6477.856
51.100,31854.479,466.318,7249.757,25676.403,-847.086,5880.935,6462.765
51.150,31865.733,463.375,7250.944,25702.044,-846.670,5885.206,6447.675
51.200,31876.985,460.407,7252.127,25727.686,-846.299,5889.474,6432.588
51.250,31888.238,457.415,7253.306,25753.329,-845.970,5893.740,6417.502
51.300,31899.491,454.399,7254.480,25778.973,-845.683,5898.004,6402.420
51.350,31910.744,451.361,7255.650,25804.617,-845.438,5902.266,6387.341
51.400,31921.998,448.301,7256.816,25830.263,-845.234,5906.525,6372.265
51.450,31933.254,445.220,7257.977,25855.908,-845.070,5910.782,6357.193
51.500,31944.510,442.120,7259.133,25881.555,-844.945,5915.036,6342.126
51.550,31955.768,438.999,7260.285,25907.202,-844.859,5919.287,6327.063
51.600,31967.029,435.861,7261.432,25932.850,-844.811,5923.535,6312.005
51.650,31978.291,432.705,7262.575,25958.498,-844.800,5927.780,6296.952
51.700,31989.556,429.532,7263.712,25984.146,-844.825,5932.021,6281.905
51.750,32000.824,426.344,7264.844,26009.795,-844.887,5936.259,6266.864
51.800,32012.094,423.141,7265.972,26035.444,-844.983,5940.494,6251.830
51.850,32023.369,419.925,7267.094,26061.094,-845.113,5944.724,6236.802
51.900,32034.646,416.695,7268.211,26086.744,-845.277,5948.951,6221.782
51.950,32045.928,413.454,7269.323,26112.394,-845.473,5953.173,6206.768
52.000,32057.214,410.201,7270.429,26138.045,-845.701,5957.392,6191.763
52.050,32068.505,406.939,7271.530,26163.695,-845.959,5961.606,6176.765
52.100,32079.800,403.667,7272.626,26189.347,-846.247,5965.815,6161.776
52.150,32091.100,400.388,7273.716,26214.998,-846.565,5970.020,6146.795
52.200,32102.406,397.101,7274.800,26240.649,-846.911,5974.220,6131.824
52.250,32113.717,393.808,7275.878,26266.301,-847.283,5978.415,6116.861
52.300,32125.034,390.510,7276.951,26291.953,-847.683,5982.605,6101.909
52.350,32136.357,387.208,7278.018,26317.605,-848.107,5986.790,6086.965
52.400,32147.687,383.903,7279.079,26343.258,-848.557,5990.970,6072.032
52.450,32159.023,380.596,7280.134,26368.911,-849.029,5995.144,6057.110
52.500,32170.366,377.288,7281.183,26394.564,-849.524,5999.312,6042.197
52.550,32181.715,373.980,7282.225,26420.217,-850.041,6003.475,6027.296
52.600,32193.072,370.673,7283.261,26445.871,-850.579,6007.631,6012.405
52.650,32204.437,367.369,7284.291,26471.524,-851.135,6011.782,5997.526
52.700,32215.809,364.067,7285.315,26497.179,-851.711,6015.926,5982.658
52.750,32227.189,360.770,7286.331,26522.833,-852.304,6020.064,5967.802
52.800,32238.577,357.478,7287.342,26548.488,-852.914,6024.196,5952.957
52.850,32249.973,354.193,7288.345,26574.144,-853.539,6028.320,5938.124
52.900,32261.378,350.915,7289.342,26599.799,-854.178,6032.439,5923.304
52.950,32272.791,347.645,7290.332,26625.456,-854.831,6036.550,5908.495
53.000,32284.213,344.385,7291.315,26651.112,-855.496,6040.654,5893.699
53.050,32295.643,341.137,7292.291,26676.770,-856.172,6044.751,5878.915
53.100,32307.083,337.899,7293.259,26702.427,-856.858,6048.841,5864.144
53.150,32318.531,334.675,7294.221,26728.086,-857.553,6052.923,5849.385
53.200,32329.989,331.465,7295.175,26753.745,-858.256,6056.998,5834.639
53.250,32341.456,328.270,7296.122,26779.405,-858.966,6061.065,5819.906
53.300,32352.932,325.091,7297.062,26805.065,-859.681,6065.125,5805.185
53.350,32364.417,321.930,7297.993,26830.726,-860.401,6069.176,5790.478
53.400,32375.912,318.787,7298.918,26856.388,-861.123,6073.219,5775.782
53.450,32387.416,315.663,7299.834,26882.051,-861.848,6077.255,5761.100
53.500,32398.930,312.560,7300.743,26907.715,-862.574,6081.282,5746.431
53.550,32410.453,309.479,7301.644,26933.380,-863.300,6085.300,5731.774
53.600,32421.986,306.420,7302.537,26959.045,-864.024,6089.310,5717.130
53.650,32433.528,303.385,7303.421,26984.712,-864.745,6093.311,5702.498
53.700,32445.079,300.375,7304.298,27010.380,-865.463,6097.304,5687.879
53.750,32456.640,297.390,7305.167,27036.048,-866.176,6101.288,5673.273
53.800,32468.210,294.433,7306.027,27061.718,-866.882,6105.262,5658.679
53.850,32479.790,291.504,7306.879,27087.389,-867.581,6109.228,5644.097
53.900,32491.378,288.603,7307.722,27113.062,-868.272,6113.184,5629.527
53.950,32502.976,285.733,7308.557,27138.735,-868.952,6117.131,5614.968
54.000,32514.583,282.894,7309.383,27164.410,-869.622,6121.069,5600.422
54.050,32526.198,280.086,7310.200,27190.086,-870.279,6124.997,5585.887
54.100,32537.822,277.312,7311.009,27215.764,-870.923,6128.916,5571.364
54.150,32549.455,274.572,7311.809,27241.442,-871.552,6132.825,5556.852
54.200,32561.096,271.866,7312.600,27267.122,-872.165,6136.724,5542.350
54.250,32572.745,269.197,7313.382,27292.804,-872.761,6140.613,5527.860
54.300,32584.402,266.564,7314.155,27318.487,-873.339,6144.492,5513.380
54.350,32596.068,263.969,7314.919,27344.172,-873.898,6148.362,5498.910
54.400,32607.740,261.412,7315.673,27369.858,-874.435,6152.221,5484.450
54.450,32619.421,258.895,7316.419,27395.545,-874.951,6156.070,5469.999
54.500,32631.108,256.419,7317.155,27421.234,-875.444,6159.908,5455.559
54.550,32642.802,253.983,7317.881,27446.924,-875.913,6163.736,5441.127
54.600,32654.503,251.590,7318.598,27472.616,-876.356,6167.554,5426.704
54.650,32666.211,249.239,7319.306,27498.310,-876.772,6171.361,5412.290
54.700,32677.925,246.932,7320.004,27524.005,-877.161,6175.158,5397.884
54.750,32689.644,244.669,7320.692,27549.701,-877.521,6178.943,5383.486
54.800,32701.370,242.451,7321.371,27575.399,-877.851,6182.719,5369.095
54.850,32713.101,240.280,7322.040,27601.098,-878.150,6186.483,5354.712
54.900,32724.836,238.154,7322.699,27626.799,-878.416,6190.236,5340.335
54.950,32736.577,236.076,7323.348,27652.502,-878.649,6193.979,5325.966
55.000,32748.322,234.046,7323.987,27678.205,-878.848,6197.710,5311.602
55.050,32760.072,232.064,7324.616,27703.910,-879.011,6201.431,5297.244
55.100,32771.825,230.132,7325.236,27729.617,-879.137,6205.140,5282.892
55.150,32783.581,228.249,7325.845,27755.324,-879.226,6208.839,5268.546
55.200,32795.342,226.416,7326.444,27781.033,-879.276,6212.526,5254.204
55.250,32807.104,224.635,7327.033,27806.743,-879.286,6216.202,5239.866
55.300,32818.870,222.904,7327.612,27832.455,-879.255,6219.866,5225.533
55.350,32830.638,221.226,7328.180,27858.167,-879.183,6223.519,5211.204
55.400,32842.408,219.600,7328.738,27883.880,-879.068,6227.161,5196.878
55.450,32854.179,218.027,7329.286,27909.594,-878.909,6230.792,5182.555
55.500,32865.952,216.507,7329.824,27935.310,-878.706,6234.411,5168.235
55.550,32877.726,215.041,7330.351,27961.026,-878.457,6238.018,5153.918
55.600,32889.500,213.629,7330.868,27986.742,-878.161,6241.614,5139.603
55.650,32901.275,212.271,7331.374,28012.460,-877.818,6245.199,5125.289
55.700,32913.050,210.968,7331.870,28038.177,-877.427,6248.772,5110.977
55.750,32924.824,209.721,7332.355,28063.896,-876.987,6252.333,5096.667
55.800,32936.598,208.528,7332.830,28089.614,-876.497,6255.883,5082.357
55.850,32948.371,207.392,7333.295,28115.333,-875.956,6259.421,5068.048
55.900,32960.143,206.311,7333.748,28141.052,-875.364,6262.947,5053.739
55.950,32971.913,205.287,7334.191,28166.771,-874.719,6266.462,5039.430
56.000,32983.682,204.319,7334.624,28192.490,-874.022,6269.965,5025.121
56.050,32995.448,203.408,7335.046,28218.209,-873.270,6273.456,5010.811
56.100,33007.212,202.554,7335.457,28243.928,-872.464,6276.935,4996.500
56.150,33018.973,201.757,7335.858,28269.646,-871.603,6280.403,4982.188
56.200,33030.731,201.017,7336.248,28295.363,-870.686,6283.859,4967.875
56.250,33042.486,200.334,7336.627,28321.080,-869.713,6287.303,4953.561
56.300,33054.238,199.708,7336.996,28346.795,-868.683,6290.735,4939.244
56.350,33065.985,199.140,7337.354,28372.510,-867.595,6294.155,4924.926
56.400,33077.729,198.630,7337.701,28398.224,-866.448,6297.564,4910.605
56.450,33089.468,198.177,7338.037,28423.937,-865.243,6300.961,4896.281
56.500,33101.202,197.782,7338.363,28449.648,-863.979,6304.345,4881.956
56.550,33112.932,197.444,7338.678,28475.357,-862.655,6307.718,4867.627
56.600,33124.657,197.164,7338.982,28501.065,-861.270,6311.079,4853.295
56.650,33136.376,196.941,7339.276,28526.771,-859.825,6314.429,4838.960
56.700,33148.090,196.776,7339.559,28552.474,-858.318,6317.766,4824.621
56.750,33159.799,196.669,7339.831,28578.176,-856.750,6321.091,4810.279
56.800,33171.501,196.618,7340.092,28603.875,-855.119,6324.405,4795.933
56.850,33183.197,196.625,7340.342,28629.572,-853.427,6327.706,4781.584
56.900,33194.887,196.690,7340.582,28655.266,-851.671,6330.996,4767.230
56.950,33206.571,196.811,7340.811,28680.957,-849.853,6334.273,4752.873
57.000,33218.248,196.989,7341.029,28706.645,-847.971,6337.539,4738.511
57.050,33229.918,197.224,7341.237,28732.331,-846.025,6340.793,4724.146
57.100,33241.581,197.515,7341.433,28758.012,-844.016,6344.035,4709.775
57.150,33253.238,197.863,7341.619,28783.690,-841.942,6347.265,4695.401
57.200,33264.887,198.267,7341.794,28809.365,-839.804,6350.483,4681.022
57.250,33276.528,198.727,7341.959,28835.036,-837.601,6353.688,4666.638
57.300,33288.163,199.243,7342.113,28860.702,-835.334,6356.882,4652.250
57.350,33299.789,199.814,7342.256,28886.365,-833.001,6360.064,4637.858
57.400,33311.408,200.441,7342.388,28912.023,-830.604,6363.235,4623.461
57.450,33323.020,201.122,7342.510,28937.676,-828.141,6366.393,4609.059
57.500,33334.623,201.859,7342.620,28963.325,-825.613,6369.539,4594.652
57.550,33346.219,202.649,7342.721,28988.969,-823.020,6372.673,4580.241
57.600,33357.806,203.494,7342.810,29014.608,-820.362,6375.795,4565.826
57.650,33369.386,204.393,7342.889,29040.242,-817.638,6378.905,4551.406
57.700,33380.957,205.344,7342.957,29065.871,-814.848,6382.003,4536.981
57.750,33392.520,206.350,7343.014,29091.494,-811.993,6385.089,4522.551
57.800,33404.076,207.407,7343.061,29117.112,-809.073,6388.163,4508.117
57.850,33415.623,208.518,7343.097,29142.723,-806.088,6391.225,4493.679
57.900,33427.161,209.680,7343.122,29168.329,-803.037,6394.276,4479.237
57.950,33438.692,210.894,7343.137,29193.929,-799.921,6397.314,4464.790
58.000,33450.215,212.159,7343.141,29219.522,-796.740,6400.340,4450.338
58.050,33461.729,213.475,7343.135,29245.109,-793.494,6403.354,4435.883
58.100,33473.235,214.841,7343.117,29270.689,-790.184,6406.355,4421.423
58.150,33484.733,216.258,7343.090,29296.263,-786.808,6409.345,4406.960
58.200,33496.223,217.723,7343.051,29321.830,-783.369,6412.323,4392.493
58.250,33507.704,219.238,7343.002,29347.390,-779.865,6415.289,4378.022
58.300,33519.178,220.802,7342.943,29372.943,-776.297,6418.242,4363.547
58.350,33530.644,222.414,7342.873,29398.489,-772.665,6421.184,4349.068
58.400,33542.102,224.073,7342.792,29424.028,-768.970,6424.114,4334.587
58.450,33553.552,225.780,7342.700,29449.559,-765.211,6427.031,4320.102
58.500,33564.995,227.533,7342.599,29475.082,-761.390,6429.936,4305.613
58.550,33576.430,229.333,7342.486,29500.598,-757.505,6432.829,4291.122
58.600,33587.857,231.178,7342.363,29526.106,-753.559,6435.710,4276.628
58.650,33599.277,233.069,7342.230,29551.606,-749.550,6438.579,4262.131
58.700,33610.689,235.004,7342.086,29577.099,-745.480,6441.436,4247.631
58.750,33622.095,236.983,7341.931,29602.583,-741.349,6444.280,4233.129
58.800,33633.493,239.005,7341.766,29628.059,-737.156,6447.112,4218.625
58.850,33644.885,241.071,7341.590,29653.527,-732.903,6449.932,4204.119
58.900,33656.269,243.179,7341.404,29678.987,-728.591,6452.740,4189.611
58.950,33667.647,245.329,7341.207,29704.438,-724.218,6455.536,4175.101
59.000,33679.019,247.520,7341.000,29729.881,-719.786,6458.319,4160.589
59.050,33690.384,249.751,7340.782,29755.315,-715.296,6461.090,4146.076
59.100,33701.743,252.023,7340.554,29780.741,-710.747,6463.849,4131.562
59.150,33713.097,254.334,7340.316,29806.158,-706.140,6466.596,4117.046
59.200,33724.444,256.684,7340.067,29831.566,-701.477,6469.330,4102.530
59.250,33735.786,259.072,7339.807,29856.966,-696.756,6472.052,4088.013
59.300,33747.122,261.497,7339.537,29882.357,-691.979,6474.761,4073.495
59.350,33758.453,263.959,7339.256,29907.740,-687.147,6477.458,4058.977
59.400,33769.780,266.458,7338.965,29933.113,-682.260,6480.143,4044.459
59.450,33781.101,268.992,7338.664,29958.478,-677.318,6482.815,4029.941
59.500,33792.418,271.561,7338.352,29983.834,-672.322,6485.475,4015.424
59.550,33803.731,274.164,7338.030,30009.181,-667.273,6488.122,4000.906
59.600,33815.039,276.800,7337.697,30034.520,-662.171,6490.757,3986.389
59.650,33826.344,279.469,7337.354,30059.849,-657.018,6493.380,3971.873
59.700,33837.644,282.171,7337.000,30085.170,-651.813,6495.990,3957.358
59.750,33848.942,284.903,7336.636,30110.482,-646.557,6498.587,3942.844
59.800,33860.236,287.666,7336.261,30135.786,-641.251,6501.172,3928.332
59.850,33871.528,290.459,7335.876,30161.081,-635.896,6503.745,3913.821
59.900,33882.816,293.281,7335.481,30186.367,-630.492,6506.304,3899.311
59.950,33894.103,296.131,7335.075,30211.644,-625.040,6508.851,3884.804
60.000,33905.387,299.009,7334.658,30236.913,-619.541,6511.386,3870.299
60.050,33916.669,301.914,7334.232,30262.174,-613.996,6513.908,3855.796
60.100,33927.950,304.845,7333.795,30287.426,-608.405,6516.417,3841.295
60.150,33939.229,307.800,7333.347,30312.670,-602.769,6518.913,3826.797
60.200,33950.507,310.781,7332.889,30337.905,-597.089,6521.397,3812.301
60.250,33961.785,313.785,7332.421,30363.133,-591.365,6523.868,3797.809
60.300,33973.062,316.811,7331.942,30388.352,-585.599,6526.326,3783.319
60.350,33984.338,319.860,7331.453,30413.563,-579.792,6528.771,3768.833
60.400,33995.615,322.929,7330.953,30438.767,-573.943,6531.204,3754.351
60.450,34006.892,326.019,7330.443,30463.963,-568.055,6533.624,3739.871
60.500,34018.170,329.128,7329.923,30489.151,-562.127,6536.031,3725.396
60.550,34029.448,332.256,7329.392,30514.331,-556.161,6538.425,3710.924
60.600,34040.727,335.401,7328.851,30539.505,-550.157,6540.806,3696.456
60.650,34052.008,338.563,7328.299,30564.671,-544.117,6543.174,3681.992
60.700,34063.291,341.741,7327.737,30589.830,-538.041,6545.529,3667.533
60.750,34074.576,344.933,7327.165,30614.982,-531.931,6547.872,3653.078
60.800,34085.862,348.140,7326.582,30640.127,-525.787,6550.201,3638.627
60.850,34097.152,351.360,7325.989,30665.266,-519.610,6552.518,3624.181
60.900,34108.444,354.591,7325.386,30690.399,-513.401,6554.821,3609.739
60.950,34119.739,357.834,7324.772,30715.525,-507.161,6557.112,3595.302
61.000,34131.038,361.088,7324.148,30740.645,-500.891,6559.389,3580.870
61.050,34142.340,364.350,7323.514,30765.759,-494.593,6561.654,3566.443
61.100,34153.646,367.621,7322.869,30790.868,-488.266,6563.905,3552.020
61.150,34164.956,370.899,7322.214,30815.971,-481.913,6566.143,3537.603
61.200,34176.271,374.184,7321.549,30841.069,-475.533,6568.369,3523.190
61.250,34187.590,377.473,7320.874,30866.162,-469.129,6570.581,3508.783
61.300,34198.914,380.768,7320.188,30891.251,-462.701,6572.780,3494.381
61.350,34210.243,384.065,7319.492,30916.334,-456.250,6574.966,3479.984
61.400,34221.578,387.365,7318.786,30941.414,-449.778,6577.140,3465.592
61.450,34232.918,390.666,7318.070,30966.489,-443.284,6579.300,3451.205
61.500,34244.264,393.967,7317.344,30991.561,-436.772,6581.447,3436.823
61.550,34255.616,397.268,7316.607,31016.629,-430.241,6583.581,3422.446
61.600,34266.974,400.566,7315.860,31041.693,-423.692,6585.702,3408.074
61.650,34278.339,403.862,7315.104,31066.755,-417.128,6587.810,3393.708
61.700,34289.710,407.154,7314.337,31091.814,-410.548,6589.904,3379.346
61.750,34301.088,410.441,7313.560,31116.870,-403.954,6591.986,3364.989
61.800,34312.473,413.722,7312.774,31141.924,-397.348,6594.055,3350.638
61.850,34323.865,416.996,7311.977,31166.976,-390.730,6596.111,3336.290
61.900,34335.265,420.261,7311.170,31192.027,-384.101,6598.154,3321.948
61.950,34346.672,423.517,7310.354,31217.076,-377.463,6600.184,3307.610
62.000,34358.086,426.763,7309.528,31242.124,-370.818,6602.201,3293.276
62.050,34369.508,429.998,7308.692,31267.171,-364.165,6604.206,3278.947
62.100,34380.938,433.220,7307.846,31292.217,-357.506,6606.197,3264.622
62.150,34392.376,436.428,7306.990,31317.263,-350.843,6608.176,3250.301
62.200,34403.822,439.622,7306.125,31342.310,-344.176,6610.142,3235.984
62.250,34415.276,442.800,7305.251,31367.357,-337.508,6612.095,3221.670
62.300,34426.739,445.962,7304.367,31392.404,-330.838,6614.036,3207.360
62.350,34438.209,449.105,7303.473,31417.452,-324.169,6615.964,3193.054
62.400,34449.688,452.230,7302.570,31442.502,-317.502,6617.880,3178.750
62.450,34461.175,455.334,7301.657,31467.553,-310.837,6619.783,3164.450
62.500,34472.670,458.417,7300.736,31492.606,-304.176,6621.673,3150.151
62.550,34484.174,461.479,7299.805,31517.662,-297.521,6623.552,3135.856
62.600,34495.686,464.517,7298.865,31542.720,-290.872,6625.418,3121.562
62.650,34507.206,467.530,7297.916,31567.780,-284.230,6627.271,3107.271
62.700,34518.735,470.519,7296.958,31592.844,-277.598,6629.113,3092.981
62.750,34530.272,473.481,7295.991,31617.911,-270.976,6630.943,3078.693
62.800,34541.817,476.416,7295.015,31642.982,-264.366,6632.760,3064.405
62.850,34553.370,479.322,7294.031,31668.057,-257.768,6634.566,3050.119
62.900,34564.931,482.199,7293.037,31693.136,-251.184,6636.360,3035.833
62.950,34576.500,485.046,7292.036,31718.220,-244.616,6638.142,3021.547
63.000,34588.077,487.861,7291.026,31743.309,-238.064,6639.913,3007.261
63.050,34599.662,490.644,7290.007,31768.403,-231.530,6641.673,2992.975
63.100,34611.254,493.393,7288.980,31793.502,-225.015,6643.421,2978.688
63.150,34622.854,496.109,7287.945,31818.608,-218.520,6645.157,2964.400
63.200,34634.461,498.789,7286.902,31843.719,-212.046,6646.883,2950.111
63.250,34646.075,501.433,7285.851,31868.837,-205.595,6648.598,2935.819
63.300,34657.697,504.040,7284.792,31893.961,-199.168,6650.302,2921.526
63.350,34669.325,506.609,7283.725,31919.092,-192.766,6651.995,2907.231
63.400,34680.960,509.139,7282.651,31944.230,-186.391,6653.677,2892.932
63.450,34692.601,511.630,7281.569,31969.376,-180.043,6655.349,2878.631
63.500,34704.248,514.080,7280.479,31994.529,-173.724,6657.011,2864.326
63.550,34715.901,516.488,7279.383,32019.690,-167.434,6658.663,2850.017
63.600,34727.560,518.855,7278.279,32044.859,-161.176,6660.305,2835.704
63.650,34739.225,521.179,7277.168,32070.037,-154.950,6661.937,2821.387
63.700,34750.895,523.459,7276.050,32095.223,-148.757,6663.559,2807.065
63.750,34762.569,525.694,7274.925,32120.417,-142.599,6665.172,2792.737
63.800,34774.249,527.885,7273.794,32145.621,-136.477,6666.775,2778.405
63.850,34785.933,530.029,7272.655,32170.834,-130.392,6668.370,2764.066
63.900,34797.621,532.127,7271.511,32196.056,-124.344,6669.955,2749.721
63.950,34809.314,534.178,7270.360,32221.288,-118.336,6671.532,2735.369
64.000,34821.010,536.181,7269.203,32246.530,-112.367,6673.100,2721.011
64.050,34832.709,538.135,7268.040,32271.781,-106.440,6674.660,2706.645
64.100,34844.411,540.041,7266.871,32297.043,-100.555,6676.211,2692.272
64.150,34856.117,541.896,7265.696,32322.314,-94.713,6677.755,2677.891
64.200,34867.824,543.702,7264.515,32347.596,-88.916,6679.290,2663.502
64.250,34879.534,545.456,7263.329,32372.889,-83.164,6680.818,2649.104
64.300,34891.246,547.160,7262.137,32398.192,-77.458,6682.339,2634.698
64.350,34902.960,548.811,7260.941,32423.506,-71.799,6683.853,2620.283
64.400,34914.675,550.410,7259.739,32448.830,-66.189,6685.359,2605.858
64.450,34926.390,551.957,7258.531,32474.166,-60.628,6686.859,2591.424
64.500,34938.107,553.450,7257.320,32499.512,-55.117,6688.352,2576.980
64.550,34949.824,554.890,7256.103,32524.869,-49.656,6689.839,2562.525
64.600,34961.541,556.276,7254.882,32550.238,-44.248,6691.320,2548.061
64.650,34973.258,557.607,7253.656,32575.618,-38.893,6692.794,2533.586
64.700,34984.975,558.884,7252.426,32601.009,-33.590,6694.263,2519.100
64.750,34996.690,560.106,7251.191,32626.411,-28.343,6695.727,2504.603
64.800,35008.405,561.273,7249.953,32651.824,-23.150,6697.186,2490.095
64.850,35020.118,562.384,7248.711,32677.249,-18.014,6698.639,2475.576
64.900,35031.830,563.439,7247.465,32702.685,-12.934,6700.088,2461.045
64.950,35043.540,564.439,7246.215,32728.133,-7.911,6701.532,2446.502
65.000,35055.247,565.382,7244.961,32753.591,-2.947,6702.972,2431.948
65.050,35066.952,566.268,7243.705,32779.061,1.959,6704.408,2417.381
65.100,35078.655,567.098,7242.444,32804.542,6.804,6705.840,2402.803
65.150,35090.354,567.871,7241.181,32830.035,11.590,6707.268,2388.212
65.200,35102.050,568.587,7239.915,32855.538,16.315,6708.693,2373.608
65.250,35113.743,569.246,7238.646,32881.053,20.979,6710.115,2358.993
65.300,35125.431,569.848,7237.374,32906.578,25.581,6711.533,2344.365
65.350,35137.116,570.393,7236.099,32932.115,30.120,6712.950,2329.724
65.400,35148.797,570.881,7234.822,32957.662,34.596,6714.363,2315.070
65.450,35160.473,571.311,7233.543,32983.220,39.008,6715.775,2300.404
65.500,35172.144,571.684,7232.261,33008.789,43.357,6717.184,2285.725
