time_s,aircraft_x,aircraft_y,aircraft_z,missile_x,missile_y,missile_z,distance
29.350,26854.627,568.474,7238.307,14561.132,-2173.465,4588.563,12871.262
29.400,26866.318,569.080,7237.038,14586.568,-2168.597,4590.866,12856.491
29.450,26878.005,569.628,7235.765,14612.012,-2163.771,4593.164,12841.706
29.500,26889.688,570.120,7234.490,14637.464,-2158.985,4595.454,12826.906
29.550,26901.366,570.553,7233.213,14662.925,-2154.242,4597.739,12812.091
29.600,26913.040,570.929,7231.933,14688.394,-2149.541,4600.017,12797.262
29.650,26924.708,571.248,7230.652,14713.871,-2144.884,4602.288,12782.418
29.700,26936.371,571.509,7229.368,14739.357,-2140.269,4604.554,12767.558
29.750,26948.029,571.713,7228.082,14764.851,-2135.698,4606.814,12752.684
29.800,26959.682,571.860,7226.794,14790.354,-2131.171,4609.067,12737.795
29.850,26971.329,571.949,7225.505,14815.864,-2126.688,4611.316,12722.890
29.900,26982.969,571.981,7224.215,14841.384,-2122.250,4613.558,12707.971
29.950,26994.604,571.956,7222.922,14866.911,-2117.857,4615.795,12693.035
30.000,27006.232,571.874,7221.629,14892.446,-2113.510,4618.027,12678.085
30.050,27017.854,571.736,7220.334,14917.990,-2109.208,4620.253,12663.119
30.100,27029.470,571.540,7219.038,14943.542,-2104.952,4622.474,12648.138
30.150,27041.078,571.288,7217.741,14969.102,-2100.743,4624.690,12633.142
30.200,27052.680,570.979,7216.444,14994.670,-2096.580,4626.902,12618.130
30.250,27064.275,570.615,7215.145,15020.246,-2092.465,4629.108,12603.104
30.300,27075.863,570.194,7213.846,15045.830,-2088.396,4631.310,12588.061
30.350,27087.444,569.717,7212.547,15071.422,-2084.375,4633.507,12573.004
30.400,27099.017,569.185,7211.246,15097.022,-2080.401,4635.700,12557.931
30.450,27110.583,568.598,7209.946,15122.629,-2076.475,4637.888,12542.844
30.500,27122.142,567.955,7208.645,15148.244,-2072.598,4640.072,12527.741
30.550,27133.693,567.258,7207.345,15173.867,-2068.768,4642.252,12512.624
30.600,27145.236,566.506,7206.044,15199.498,-2064.987,4644.429,12497.492
30.650,27156.772,565.700,7204.743,15225.136,-2061.255,4646.601,12482.345
30.700,27168.300,564.840,7203.442,15250.781,-2057.571,4648.769,12467.183
30.750,27179.821,563.926,7202.142,15276.433,-2053.936,4650.934,12452.007
30.800,27191.333,562.959,7200.842,15302.093,-2050.350,4653.095,12436.817
30.850,27202.838,561.939,7199.543,15327.760,-2046.813,4655.252,12421.613
30.900,27214.335,560.867,7198.244,15353.434,-2043.325,4657.407,12406.395
30.950,27225.824,559.742,7196.945,15379.115,-2039.886,4659.558,12391.163
31.000,27237.306,558.565,7195.648,15404.803,-2036.497,4661.705,12375.917
31.050,27248.779,557.337,7194.351,15430.498,-2033.157,4663.850,12360.658
31.100,27260.245,556.058,7193.055,15456.200,-2029.867,4665.992,12345.386
31.150,27271.703,554.728,7191.760,15481.908,-2026.626,4668.131,12330.100
31.200,27283.154,553.348,7190.467,15507.622,-2023.434,4670.267,12314.802
31.250,27294.596,551.918,7189.174,15533.343,-2020.292,4672.400,12299.491
31.300,27306.031,550.439,7187.883,15559.070,-2017.199,4674.531,12284.168
31.350,27317.459,548.910,7186.593,15584.804,-2014.156,4676.660,12268.833
31.400,27328.879,547.334,7185.304,15610.543,-2011.162,4678.786,12253.486
31.450,27340.291,545.709,7184.018,15636.289,-2008.218,4680.909,12238.128
31.500,27351.697,544.036,7182.732,15662.040,-2005.323,4683.031,12222.758
31.550,27363.095,542.317,7181.449,15687.797,-2002.477,4685.150,12207.377
31.600,27374.486,540.551,7180.167,15713.560,-1999.680,4687.267,12191.985
31.650,27385.869,538.738,7178.887,15739.328,-1996.932,4689.383,12176.583
31.700,27397.246,536.881,7177.609,15765.102,-1994.234,4691.496,12161.171
31.750,27408.616,534.978,7176.332,15790.881,-1991.584,4693.608,12145.749
31.800,27419.980,533.031,7175.058,15816.665,-1988.983,4695.718,12130.317
31.850,27431.337,531.039,7173.787,15842.454,-1986.430,4697.827,12114.876
31.900,27442.687,529.005,7172.517,15868.249,-1983.926,4699.933,12099.426
31.950,27454.031,526.927,7171.250,15894.048,-1981.471,4702.039,12083.968
32.000,27465.370,524.808,7169.985,15919.852,-1979.063,4704.143,12068.501
32.050,27476.702,522.646,7168.722,15945.661,-1976.703,4706.246,12053.026
32.100,27488.028,520.443,7167.463,15971.474,-1974.391,4708.347,12037.544
32.150,27499.349,518.200,7166.205,15997.291,-1972.126,4710.448,12022.055
32.200,27510.664,515.917,7164.951,16023.113,-1969.909,4712.547,12006.559
32.250,27521.975,513.595,7163.699,16048.939,-1967.739,4714.645,11991.056
32.300,27533.280,511.234,7162.450,16074.770,-1965.615,4716.743,11975.547
32.350,27544.580,508.835,7161.204,16100.604,-1963.538,4718.839,11960.032
32.400,27555.876,506.399,7159.961,16126.442,-1961.507,4720.935,11944.512
32.450,27567.167,503.925,7158.721,16152.284,-1959.523,4723.030,11928.987
32.500,27578.455,501.416,7157.484,16178.129,-1957.583,4725.124,11913.458
32.550,27589.738,498.872,7156.250,16203.978,-1955.690,4727.218,11897.924
32.600,27601.017,496.292,7155.019,16229.830,-1953.841,4729.311,11882.386
32.650,27612.293,493.679,7153.792,16255.686,-1952.037,4731.404,11866.845
32.700,27623.566,491.032,7152.568,16281.545,-1950.277,4733.497,11851.301
32.750,27634.836,488.352,7151.348,16307.407,-1948.562,4735.589,11835.755
32.800,27646.103,485.641,7150.131,16333.272,-1946.890,4737.681,11820.206
32.850,27657.367,482.898,7148.918,16359.140,-1945.261,4739.772,11804.655
32.900,27668.630,480.125,7147.709,16385.010,-1943.676,4741.864,11789.103
32.950,27679.890,477.323,7146.503,16410.884,-1942.132,4743.955,11773.551
33.000,27691.148,474.491,7145.301,16436.760,-1940.631,4746.047,11757.997
33.050,27702.405,471.631,7144.103,16462.638,-1939.172,4748.138,11742.444
33.100,27713.661,468.743,7142.909,16488.519,-1937.753,4750.230,11726.890
33.150,27724.916,465.829,7141.719,16514.402,-1936.376,4752.322,11711.338
33.200,27736.170,462.889,7140.533,16540.288,-1935.039,4754.413,11695.786
33.250,27747.424,459.924,7139.351,16566.175,-1933.741,4756.506,11680.236
33.300,27758.678,456.935,7138.174,16592.064,-1932.483,4758.598,11664.689
33.350,27769.932,453.922,7137.000,16617.956,-1931.264,4760.691,11649.143
33.400,27781.187,450.886,7135.832,16643.849,-1930.084,4762.784,11633.601
33.450,27792.442,447.829,7134.667,16669.744,-1928.941,4764.878,11618.061
33.500,27803.698,444.751,7133.507,16695.641,-1927.835,4766.972,11602.526
33.550,27814.956,441.653,7132.352,16721.539,-1926.767,4769.067,11586.994
33.600,27826.216,438.535,7131.202,16747.439,-1925.734,4771.163,11571.467
33.650,27837.477,435.399,7130.056,16773.340,-1924.737,4773.259,11555.945
33.700,27848.740,432.246,7128.915,16799.242,-1923.775,4775.356,11540.428
33.750,27860.006,429.076,7127.779,16825.146,-1922.848,4777.454,11524.917
33.800,27871.275,425.891,7126.647,16851.051,-1921.955,4779.552,11509.413
33.850,27882.547,422.691,7125.521,16876.957,-1921.095,4781.652,11493.915
33.900,27893.823,419.477,7124.400,16902.864,-1920.267,4783.752,11478.423
33.950,27905.102,416.250,7123.284,16928.772,-1919.472,4785.854,11462.940
34.000,27916.385,413.011,7122.174,16954.681,-1918.708,4787.956,11447.464
34.050,27927.672,409.761,7121.069,16980.591,-1917.974,4790.060,11431.996
34.100,27938.963,406.502,7119.969,17006.501,-1917.271,4792.165,11416.537
34.150,27950.260,403.233,7118.874,17032.413,-1916.597,4794.270,11401.087
34.200,27961.561,399.956,7117.786,17058.325,-1915.952,4796.378,11385.646
34.250,27972.868,396.672,7116.702,17084.237,-1915.335,4798.486,11370.215
34.300,27984.180,393.382,7115.625,17110.150,-1914.745,4800.596,11354.794
34.350,27995.499,390.087,7114.553,17136.064,-1914.181,4802.707,11339.383
34.400,28006.823,386.788,7113.488,17161.978,-1913.643,4804.820,11323.983
34.450,28018.154,383.486,7112.428,17187.892,-1913.131,4806.934,11308.594
34.500,28029.491,380.181,7111.374,17213.807,-1912.642,4809.050,11293.217
34.550,28040.835,376.876,7110.327,17239.722,-1912.177,4811.167,11277.851
34.600,28052.186,373.571,7109.285,17265.637,-1911.735,4813.286,11262.498
34.650,28063.544,370.267,7108.250,17291.553,-1911.314,4815.407,11247.157
34.700,28074.909,366.965,7107.221,17317.469,-1910.915,4817.530,11231.828
34.750,28086.283,363.666,7106.199,17343.384,-1910.536,4819.654,11216.513
34.800,28097.664,360.372,7105.183,17369.300,-1910.176,4821.780,11201.210
34.850,28109.053,357.083,7104.174,17395.216,-1909.835,4823.908,11185.921
34.900,28120.450,353.801,7103.172,17421.132,-1909.512,4826.038,11170.646
34.950,28131.856,350.526,7102.176,17447.048,-1909.206,4828.171,11155.385
35.000,28143.270,347.259,7101.187,17472.963,-1908.915,4830.305,11140.138
35.050,28154.693,344.002,7100.205,17498.879,-1908.640,4832.442,11124.906
35.100,28166.125,340.756,7099.230,17524.795,-1908.379,4834.580,11109.688
35.150,28177.566,337.522,7098.263,17550.710,-1908.131,4836.721,11094.485
35.200,28189.015,334.301,7097.302,17576.625,-1907.896,4838.865,11079.296
35.250,28200.474,331.094,7096.349,17602.540,-1907.673,4841.010,11064.123
35.300,28211.942,327.902,7095.403,17628.455,-1907.460,4843.159,11048.966
35.350,28223.419,324.726,7094.465,17654.370,-1907.256,4845.309,11033.823
35.400,28234.906,321.568,7093.534,17680.284,-1907.062,4847.463,11018.696
35.450,28246.402,318.428,7092.611,17706.198,-1906.875,4849.619,11003.585
35.500,28257.907,315.308,7091.695,17732.111,-1906.695,4851.778,10988.489
35.550,28269.422,312.208,7090.788,17758.024,-1906.520,4853.939,10973.410
35.600,28280.946,309.129,7089.888,17783.937,-1906.351,4856.104,10958.346
35.650,28292.480,306.074,7088.996,17809.850,-1906.186,4858.271,10943.297
35.700,28304.023,303.042,7088.112,17835.762,-1906.023,4860.441,10928.265
35.750,28315.575,300.035,7087.236,17861.673,-1905.863,4862.615,10913.249
35.800,28327.137,297.054,7086.369,17887.585,-1905.704,4864.791,10898.248
35.850,28338.709,294.100,7085.510,17913.495,-1905.544,4866.971,10883.263
35.900,28350.289,291.174,7084.659,17939.405,-1905.384,4869.154,10868.295
35.950,28361.879,288.277,7083.817,17965.315,-1905.221,4871.340,10853.341
36.000,28373.477,285.410,7082.983,17991.224,-1905.056,4873.530,10838.404
36.050,28385.085,282.574,7082.158,18017.133,-1904.886,4875.724,10823.482
36.100,28396.701,279.770,7081.341,18043.041,-1904.712,4877.921,10808.576
36.150,28408.326,276.999,7080.533,18068.948,-1904.531,4880.121,10793.685
36.200,28419.960,274.262,7079.734,18094.855,-1904.344,4882.326,10778.809
36.250,28431.602,271.560,7078.944,18120.761,-1904.148,4884.534,10763.949
36.300,28443.252,268.894,7078.163,18146.666,-1903.943,4886.746,10749.103
36.350,28454.911,266.264,7077.391,18172.571,-1903.729,4888.962,10734.273
36.400,28466.577,263.673,7076.629,18198.474,-1903.503,4891.182,10719.457
36.450,28478.250,261.120,7075.875,18224.378,-1903.265,4893.406,10704.655
36.500,28489.931,258.606,7075.131,18250.280,-1903.014,4895.635,10689.868
36.550,28501.620,256.133,7074.396,18276.181,-1902.749,4897.868,10675.094
36.600,28513.315,253.701,7073.670,18302.082,-1902.469,4900.105,10660.335
36.650,28525.017,251.311,7072.954,18327.982,-1902.173,4902.347,10645.589
36.700,28536.725,248.964,7072.247,18353.881,-1901.860,4904.593,10630.856
36.750,28548.440,246.660,7071.550,18379.779,-1901.529,4906.844,10616.136
36.800,28560.160,244.401,7070.863,18405.675,-1901.179,4909.099,10601.429
36.850,28571.887,242.187,7070.185,18431.571,-1900.809,4911.360,10586.735
36.900,28583.618,240.019,7069.517,18457.466,-1900.418,4913.625,10572.053
36.950,28595.355,237.897,7068.859,18483.360,-1900.005,4915.895,10557.382
37.000,28607.096,235.823,7068.211,18509.252,-1899.569,4918.171,10542.724
37.050,28618.842,233.796,7067.572,18535.143,-1899.110,4920.451,10528.077
37.100,28630.592,231.818,7066.944,18561.033,-1898.626,4922.737,10513.440
37.150,28642.346,229.889,7066.326,18586.922,-1898.116,4925.028,10498.815
37.200,28654.103,228.010,7065.717,18612.809,-1897.580,4927.325,10484.200
37.250,28665.864,226.181,7065.119,18638.695,-1897.016,4929.627,10469.595
37.300,28677.627,224.403,7064.531,18664.579,-1896.425,4931.935,10455.000
37.350,28689.394,222.676,7063.953,18690.462,-1895.803,4934.248,10440.414
37.400,28701.162,221.002,7063.386,18716.343,-1895.152,4936.567,10425.837
37.450,28712.932,219.379,7062.828,18742.222,-1894.470,4938.892,10411.269
37.500,28724.704,217.810,7062.281,18768.100,-1893.756,4941.223,10396.710
37.550,28736.478,216.294,7061.745,18793.976,-1893.010,4943.559,10382.159
37.600,28748.252,214.831,7061.218,18819.850,-1892.230,4945.902,10367.615
37.650,28760.027,213.423,7060.702,18845.721,-1891.416,4948.251,10353.079
37.700,28771.802,212.069,7060.197,18871.591,-1890.567,4950.607,10338.550
37.750,28783.578,210.769,7059.702,18897.459,-1889.682,4952.969,10324.028
37.800,28795.353,209.525,7059.217,18923.325,-1888.761,4955.337,10309.513
37.850,28807.127,208.337,7058.743,18949.188,-1887.803,4957.711,10295.004
37.900,28818.900,207.204,7058.280,18975.049,-1886.806,4960.093,10280.500
37.950,28830.673,206.127,7057.827,19000.907,-1885.771,4962.480,10266.003
38.000,28842.443,205.106,7057.385,19026.763,-1884.696,4964.875,10251.510
38.050,28854.212,204.142,7056.953,19052.616,-1883.581,4967.276,10237.023
38.100,28865.979,203.235,7056.532,19078.466,-1882.425,4969.685,10222.540
38.150,28877.743,202.384,7056.121,19104.313,-1881.228,4972.100,10208.061
38.200,28889.504,201.591,7055.722,19130.158,-1879.989,4974.522,10193.587
38.250,28901.263,200.854,7055.332,19155.999,-1878.707,4976.952,10179.116
38.300,28913.018,200.175,7054.954,19181.838,-1877.382,4979.388,10164.649
38.350,28924.770,199.553,7054.586,19207.673,-1876.013,4981.832,10150.185
38.400,28936.517,198.989,7054.229,19233.504,-1874.600,4984.283,10135.725
38.450,28948.261,198.482,7053.883,19259.332,-1873.141,4986.742,10121.267
38.500,28960.001,198.032,7053.547,19285.157,-1871.637,4989.208,10106.811
38.550,28971.735,197.640,7053.222,19310.977,-1870.087,4991.682,10092.358
38.600,28983.465,197.306,7052.908,19336.794,-1868.490,4994.163,10077.907
38.650,28995.190,197.030,7052.605,19362.607,-1866.846,4996.651,10063.458
38.700,29006.910,196.811,7052.312,19388.416,-1865.155,4999.148,10049.010
38.750,29018.624,196.649,7052.030,19414.221,-1863.415,5001.652,10034.564
38.800,29030.332,196.545,7051.759,19440.022,-1861.628,5004.165,10020.119
38.850,29042.035,196.498,7051.498,19465.818,-1859.791,5006.685,10005.675
38.900,29053.731,196.509,7051.249,19491.609,-1857.905,5009.213,9991.232
38.950,29065.422,196.576,7051.010,19517.396,-1855.970,5011.749,9976.789
39.000,29077.105,196.701,7050.782,19543.178,-1853.984,5014.293,9962.347
39.050,29088.782,196.882,7050.564,19568.955,-1851.949,5016.845,9947.906
39.100,29100.453,197.121,7050.357,19594.728,-1849.862,5019.405,9933.464
39.150,29112.116,197.415,7050.161,19620.495,-1847.725,5021.974,9919.023
39.200,29123.772,197.767,7049.976,19646.256,-1845.536,5024.551,9904.582
39.250,29135.422,198.174,7049.802,19672.013,-1843.296,5027.136,9890.141
39.300,29147.063,198.637,7049.638,19697.763,-1841.004,5029.730,9875.699
39.350,29158.698,199.156,7049.485,19723.509,-1838.660,5032.332,9861.257
39.400,29170.324,199.731,7049.343,19749.248,-1836.264,5034.942,9846.815
39.450,29181.943,200.361,7049.211,19774.982,-1833.815,5037.561,9832.372
39.500,29193.555,201.045,7049.090,19800.709,-1831.314,5040.189,9817.928
39.550,29205.158,201.785,7048.980,19826.430,-1828.759,5042.825,9803.484
39.600,29216.754,202.578,7048.881,19852.146,-1826.152,5045.469,9789.039
39.650,29228.341,203.426,7048.792,19877.854,-1823.492,5048.123,9774.594
39.700,29239.921,204.328,7048.714,19903.557,-1820.778,5050.785,9760.147
39.750,29251.492,205.283,7048.647,19929.252,-1818.012,5053.456,9745.700
39.800,29263.056,206.291,7048.590,19954.941,-1815.191,5056.135,9731.252
39.850,29274.611,207.352,7048.544,19980.623,-1812.317,5058.824,9716.803
39.900,29286.158,208.465,7048.509,20006.298,-1809.390,5061.521,9702.353
39.950,29297.696,209.631,7048.484,20031.966,-1806.409,5064.227,9687.902
40.000,29309.227,210.847,7048.470,20057.627,-1803.374,5066.942,9673.451
40.050,29320.749,212.115,7048.467,20083.280,-1800.286,5069.666,9658.998
40.100,29332.264,213.434,7048.474,20108.926,-1797.144,5072.398,9644.545
40.150,29343.770,214.804,7048.492,20134.565,-1793.949,5075.140,9630.091
40.200,29355.268,216.223,7048.520,20160.196,-1790.700,5077.891,9615.637
40.250,29366.757,217.691,7048.559,20185.819,-1787.397,5080.651,9601.181
40.300,29378.239,219.209,7048.609,20211.434,-1784.041,5083.419,9586.725
40.350,29389.713,220.776,7048.669,20237.042,-1780.632,5086.197,9572.269
40.400,29401.179,222.390,7048.740,20262.641,-1777.169,5088.984,9557.811
40.450,29412.637,224.052,7048.822,20288.232,-1773.654,5091.780,9543.354
40.500,29424.087,225.762,7048.914,20313.815,-1770.085,5094.585,9528.896
40.550,29435.529,227.518,7049.016,20339.390,-1766.463,5097.399,9514.438
40.600,29446.964,229.320,7049.129,20364.956,-1762.789,5100.223,9499.979
40.650,29458.391,231.168,7049.253,20390.514,-1759.063,5103.055,9485.521
40.700,29469.811,233.061,7049.387,20416.063,-1755.284,5105.897,9471.062
40.750,29481.224,234.999,7049.532,20441.604,-1751.453,5108.748,9456.604
40.800,29492.629,236.980,7049.687,20467.136,-1747.570,5111.608,9442.146
40.850,29504.028,239.005,7049.853,20492.659,-1743.635,5114.477,9427.688
40.900,29515.419,241.073,7050.029,20518.174,-1739.649,5117.355,9413.231
40.950,29526.804,243.184,7050.216,20543.679,-1735.612,5120.243,9398.775
41.000,29538.182,245.336,7050.414,20569.176,-1731.525,5123.140,9384.319
41.050,29549.553,247.529,7050.621,20594.663,-1727.386,5126.046,9369.864
41.100,29560.919,249.763,7050.840,20620.141,-1723.198,5128.961,9355.410
41.150,29572.278,252.037,7051.069,20645.611,-1718.959,5131.886,9340.957
41.200,29583.631,254.351,7051.308,20671.071,-1714.671,5134.820,9326.505
41.250,29594.978,256.703,7051.558,20696.522,-1710.334,5137.763,9312.055
41.300,29606.320,259.093,7051.818,20721.964,-1705.948,5140.715,9297.607
41.350,29617.657,261.520,7052.088,20747.396,-1701.513,5143.677,9283.160
41.400,29628.988,263.985,7052.370,20772.819,-1697.030,5146.648,9268.715
41.450,29640.314,266.485,7052.661,20798.233,-1692.500,5149.628,9254.272
41.500,29651.636,269.021,7052.963,20823.638,-1687.922,5152.618,9239.832
41.550,29662.953,271.592,7053.276,20849.033,-1683.298,5155.616,9225.393
41.600,29674.265,274.197,7053.599,20874.419,-1678.627,5158.624,9210.958
41.650,29685.574,276.836,7053.932,20899.796,-1673.910,5161.642,9196.525
41.700,29696.878,279.507,7054.276,20925.163,-1669.148,5164.668,9182.095
41.750,29708.179,282.210,7054.630,20950.521,-1664.341,5167.704,9167.668
41.800,29719.477,284.944,7054.995,20975.869,-1659.489,5170.749,9153.244
41.850,29730.771,287.709,7055.370,21001.209,-1654.594,5173.803,9138.824
41.900,29742.063,290.504,7055.756,21026.539,-1649.655,5176.867,9124.407
41.950,29753.352,293.328,7056.152,21051.859,-1644.673,5179.940,9109.994
42.000,29764.638,296.180,7056.559,21077.171,-1639.648,5183.022,9095.585
42.050,29775.922,299.059,7056.976,21102.473,-1634.582,5186.113,9081.180
42.100,29787.205,301.966,7057.403,21127.766,-1629.475,5189.214,9066.779
42.150,29798.486,304.898,7057.841,21153.050,-1624.327,5192.323,9052.382
42.200,29809.765,307.856,7058.289,21178.325,-1619.138,5195.443,9037.990
42.250,29821.043,310.837,7058.747,21203.591,-1613.911,5198.571,9023.603
42.300,29832.321,313.843,7059.216,21228.847,-1608.644,5201.708,9009.220
42.350,29843.598,316.871,7059.696,21254.096,-1603.340,5204.855,8994.843
42.400,29854.875,319.921,7060.186,21279.335,-1597.998,5208.011,8980.471
42.450,29866.152,322.992,7060.686,21304.565,-1592.619,5211.176,8966.104
42.500,29877.429,326.083,7061.196,21329.787,-1587.204,5214.351,8951.742
42.550,29888.707,329.193,7061.717,21355.000,-1581.753,5217.534,8937.386
42.600,29899.985,332.322,7062.249,21380.205,-1576.267,5220.727,8923.036
42.650,29911.265,335.469,7062.790,21405.402,-1570.748,5223.929,8908.691
42.700,29922.546,338.632,7063.343,21430.590,-1565.194,5227.140,8894.353
42.750,29933.829,341.811,7063.905,21455.770,-1559.609,5230.361,8880.021
42.800,29945.114,345.004,7064.478,21480.942,-1553.991,5233.590,8865.695
42.850,29956.401,348.212,7065.061,21506.106,-1548.342,5236.829,8851.375
42.900,29967.691,351.433,7065.655,21531.262,-1542.663,5240.077,8837.062
42.950,29978.983,354.666,7066.259,21556.411,-1536.954,5243.334,8822.755
43.000,29990.279,357.910,7066.873,21581.552,-1531.216,5246.600,8808.455
43.050,30001.578,361.164,7067.498,21606.686,-1525.450,5249.875,8794.161
43.100,30012.880,364.427,7068.132,21631.812,-1519.657,5253.160,8779.875
43.150,30024.187,367.699,7068.778,21656.932,-1513.837,5256.453,8765.595
43.200,30035.497,370.978,7069.433,21682.044,-1507.992,5259.756,8751.322
43.250,30046.812,374.263,7070.099,21707.150,-1502.122,5263.068,8737.056
43.300,30058.132,377.553,7070.775,21732.249,-1496.229,5266.388,8722.797
43.350,30069.456,380.848,7071.461,21757.342,-1490.312,5269.718,8708.545
43.400,30080.786,384.146,7072.157,21782.428,-1484.373,5273.057,8694.300
43.450,30092.121,387.446,7072.864,21807.509,-1478.413,5276.406,8680.063
43.500,30103.461,390.748,7073.581,21832.583,-1472.432,5279.763,8665.832
43.550,30114.807,394.050,7074.308,21857.652,-1466.432,5283.129,8651.609
43.600,30126.160,397.351,7075.045,21882.715,-1460.414,5286.504,8637.392
43.650,30137.518,400.650,7075.792,21907.773,-1454.377,5289.889,8623.183
43.700,30148.883,403.946,7076.549,21932.826,-1448.325,5293.282,8608.980
43.750,30160.255,407.238,7077.316,21957.874,-1442.256,5296.684,8594.785
43.800,30171.633,410.525,7078.094,21982.918,-1436.173,5300.096,8580.596
43.850,30183.019,413.806,7078.881,22007.957,-1430.075,5303.516,8566.414
43.900,30194.411,417.080,7079.678,22032.992,-1423.965,5306.946,8552.239
43.950,30205.811,420.346,7080.485,22058.023,-1417.844,5310.384,8538.071
44.000,30217.219,423.602,7081.302,22083.050,-1411.711,5313.832,8523.909
44.050,30228.634,426.848,7082.129,22108.073,-1405.568,5317.288,8509.754
44.100,30240.056,430.082,7082.965,22133.093,-1399.417,5320.754,8495.605
44.150,30251.487,433.304,7083.812,22158.110,-1393.257,5324.228,8481.462
44.200,30262.925,436.513,7084.668,22183.124,-1387.091,5327.711,8467.326
44.250,30274.371,439.706,7085.533,22208.136,-1380.919,5331.204,8453.195
44.300,30285.826,442.884,7086.408,22233.145,-1374.742,5334.705,8439.070
44.350,30297.289,446.045,7087.293,22258.153,-1368.562,5338.215,8424.950
44.400,30308.760,449.188,7088.187,22283.158,-1362.379,5341.734,8410.835
44.450,30320.239,452.313,7089.091,22308.162,-1356.194,5345.262,8396.726
44.500,30331.726,455.417,7090.003,22333.164,-1350.008,5348.799,8382.622
44.550,30343.222,458.499,7090.926,22358.165,-1343.823,5352.345,8368.522
44.600,30354.726,461.560,7091.857,22383.166,-1337.640,5355.901,8354.426
44.650,30366.238,464.598,7092.797,22408.165,-1331.460,5359.465,8340.335
44.700,30377.759,467.611,7093.747,22433.165,-1325.283,5363.038,8326.248
44.750,30389.288,470.599,7094.705,22458.164,-1319.111,5366.621,8312.164
44.800,30400.826,473.560,7095.673,22483.164,-1312.944,5370.212,8298.083
44.850,30412.371,476.494,7096.649,22508.164,-1306.785,5373.813,8284.005
44.900,30423.925,479.400,7097.634,22533.164,-1300.634,5377.423,8269.930
44.950,30435.486,482.276,7098.628,22558.166,-1294.492,5381.042,8255.858
45.000,30447.056,485.122,7099.630,22583.168,-1288.360,5384.670,8241.787
45.050,30458.633,487.936,7100.640,22608.172,-1282.240,5388.307,8227.718
45.100,30470.218,490.718,7101.659,22633.178,-1276.132,5391.954,8213.651
45.150,30481.811,493.467,7102.687,22658.185,-1270.037,5395.609,8199.584
45.200,30493.411,496.181,7103.722,22683.195,-1263.956,5399.274,8185.518
45.250,30505.019,498.860,7104.766,22708.207,-1257.892,5402.948,8171.452
45.300,30516.634,501.503,7105.817,22733.222,-1251.844,5406.631,8157.387
45.350,30528.255,504.109,7106.877,22758.239,-1245.813,5410.323,8143.320
45.400,30539.884,506.676,7107.944,22783.260,-1239.802,5414.024,8129.253
45.450,30551.519,509.205,7109.019,22808.284,-1233.810,5417.734,8115.185
45.500,30563.160,511.695,7110.101,22833.311,-1227.838,5421.454,8101.115
45.550,30574.808,514.144,7111.191,22858.343,-1221.889,5425.182,8087.043
45.600,30586.461,516.551,7112.288,22883.378,-1215.963,5428.919,8072.969
45.650,30598.121,518.916,7113.392,22908.417,-1210.060,5432.666,8058.892
45.700,30609.786,521.238,7114.503,22933.461,-1204.183,5436.421,8044.812
45.750,30621.456,523.517,7115.622,22958.509,-1198.331,5440.186,8030.728
45.800,30633.131,525.751,7116.747,22983.563,-1192.506,5443.960,8016.640
45.850,30644.811,527.940,7117.879,23008.621,-1186.709,5447.742,8002.548
45.900,30656.495,530.083,7119.017,23033.684,-1180.941,5451.533,7988.451
45.950,30668.184,532.180,7120.162,23058.753,-1175.202,5455.334,7974.349
46.000,30679.876,534.229,7121.313,23083.827,-1169.495,5459.143,7960.241
46.050,30691.572,536.230,7122.471,23108.907,-1163.819,5462.961,7946.128
46.100,30703.272,538.183,7123.634,23133.993,-1158.175,5466.788,7932.008
46.150,30714.974,540.087,7124.804,23159.085,-1152.565,5470.623,7917.881
46.200,30726.680,541.940,7125.979,23184.183,-1146.990,5474.467,7903.748
46.250,30738.388,543.744,7127.160,23209.288,-1141.450,5478.320,7889.607
46.300,30750.098,545.497,7128.346,23234.399,-1135.946,5482.182,7875.458
46.350,30761.810,547.199,7129.538,23259.516,-1130.479,5486.052,7861.301
46.400,30773.524,548.848,7130.735,23284.641,-1125.050,5489.931,7847.136
46.450,30785.239,550.446,7131.937,23309.772,-1119.660,5493.818,7832.961
46.500,30796.955,551.990,7133.145,23334.911,-1114.309,5497.714,7818.778
46.550,30808.671,553.482,7134.357,23360.056,-1108.999,5501.618,7804.585
46.600,30820.388,554.920,7135.574,23385.209,-1103.729,5505.531,7790.382
46.650,30832.106,556.304,7136.795,23410.369,-1098.502,5509.451,7776.169
46.700,30843.823,557.634,7138.021,23435.536,-1093.317,5513.380,7761.946
46.750,30855.539,558.909,7139.252,23460.711,-1088.176,5517.318,7747.712
46.800,30867.255,560.129,7140.486,23485.894,-1083.079,5521.263,7733.467
46.850,30878.970,561.293,7141.725,23511.084,-1078.027,5525.217,7719.210
46.900,30890.683,562.402,7142.968,23536.282,-1073.020,5529.178,7704.942
46.950,30902.395,563.456,7144.214,23561.488,-1068.059,5533.148,7690.662
47.000,30914.104,564.453,7145.464,23586.701,-1063.145,5537.125,7676.371
47.050,30925.812,565.394,7146.718,23611.923,-1058.279,5541.110,7662.066
47.100,30937.517,566.279,7147.975,23637.152,-1053.460,5545.103,7647.750
47.150,30949.219,567.107,7149.235,23662.389,-1048.691,5549.104,7633.421
