# t   x   y   vx   vy   r   v   E   L
  0.00000000000000E+00  1.00000000000000E+00  1.00000000000000E+00 -5.00000000000000E-01  5.00000000000000E-01  1.41421356237310E+00  7.07106781186548E-01 -6.82106781186547E+00  1.00000000000000E+00
  2.50000000000000E-04  9.99874889519165E-01  1.00012488950996E+00 -5.00883828291957E-01  4.99116061222593E-01  1.41421341717163E+00  7.07107807915287E-01 -6.82106781186548E+00  1.00000000000000E+00
  5.00000000000000E-04  9.99749558095032E-01  1.00024955802138E+00 -5.01767546447568E-01  4.98232011610454E-01  1.41421298156719E+00  7.07110888094231E-01 -6.82106781186548E+00  1.00000000000000E+00
  7.50000000000000E-04  9.99624005755091E-01  1.00037400550650E+00 -5.02651154815757E-01  4.97347850814118E-01  1.41421225555960E+00  7.07116021701557E-01 -6.82106781186548E+00  1.00000000000000E+00
  1.00000000000000E-03  9.99498232526744E-01  1.00049823193749E+00 -5.03534653745270E-01  4.96463578483942E-01  1.41421123914857E+00  7.07123208700895E-01 -6.82106781186548E+00  1.00000000000000E+00
  1.25000000000000E-03  9.99372238437309E-01  1.00062223728642E+00 -5.04418043584675E-01  4.95579194270097E-01  1.41420993233369E+00  7.07132449041331E-01 -6.82106781186548E+00  1.00000000000000E+00
  1.50000000000000E-03  9.99246023514013E-01  1.00074602152527E+00 -5.05301324682365E-01  4.94694697822575E-01  1.41420833511446E+00  7.07143742657404E-01 -6.82106781186548E+00  1.00000000000000E+00
  1.75000000000000E-03  9.99119587784000E-01  1.00086958462595E+00 -5.06184497386554E-01  4.93810088791182E-01  1.41420644749025E+00  7.07157089469117E-01 -6.82106781186547E+00  1.00000000000000E+00
  2.00000000000000E-03  9.98992931274324E-01  1.00099292656025E+00 -5.07067562045284E-01  4.92925366825540E-01  1.41420426946030E+00  7.07172489381934E-01 -6.82106781186548E+00  1.00000000000000E+00
  2.25000000000000E-03  9.98866054011952E-01  1.00111604729992E+00 -5.07950519006420E-01  4.92040531575087E-01  1.41420180102375E+00  7.07189942286785E-01 -6.82106781186547E+00  1.00000000000000E+00
  2.50000000000000E-03  9.98738956023767E-01  1.00123894681657E+00 -5.08833368617655E-01  4.91155582689074E-01  1.41419904217964E+00  7.07209448060074E-01 -6.82106781186547E+00  1.00000000000000E+00
  2.75000000000000E-03  9.98611637336560E-01  1.00136162508176E+00 -5.09716111226507E-01  4.90270519816566E-01  1.41419599292686E+00  7.07231006563682E-01 -6.82106781186548E+00  1.00000000000000E+00
  3.00000000000000E-03  9.98484097977041E-01  1.00148408206695E+00 -5.10598747180325E-01  4.89385342606440E-01  1.41419265326423E+00  7.07254617644975E-01 -6.82106781186548E+00  1.00000000000000E+00
  3.25000000000000E-03  9.98356337971829E-01  1.00160631774351E+00 -5.11481276826283E-01  4.88500050707385E-01  1.41418902319041E+00  7.07280281136808E-01 -6.82106781186548E+00  1.00000000000000E+00
  3.50000000000000E-03  9.98228357347458E-01  1.00172833208272E+00 -5.12363700511386E-01  4.87614643767902E-01  1.41418510270397E+00  7.07307996857536E-01 -6.82106781186548E+00  1.00000000000000E+00
  3.75000000000000E-03  9.98100156130375E-01  1.00185012505578E+00 -5.13246018582470E-01  4.86729121436301E-01  1.41418089180336E+00  7.07337764611017E-01 -6.82106781186548E+00  1.00000000000000E+00
  4.00000000000000E-03  9.97971734346939E-01  1.00197169663379E+00 -5.14128231386199E-01  4.85843483360703E-01  1.41417639048693E+00  7.07369584186628E-01 -6.82106781186547E+00  1.00000000000000E+00
  4.25000000000000E-03  9.97843092023425E-01  1.00209304678778E+00 -5.15010339269071E-01  4.84957729189036E-01  1.41417159875289E+00  7.07403455359267E-01 -6.82106781186548E+00  1.00000000000000E+00
  4.50000000000000E-03  9.97714229186019E-01  1.00221417548868E+00 -5.15892342577415E-01  4.84071858569037E-01  1.41416651659934E+00  7.07439377889367E-01 -6.82106781186548E+00  1.00000000000000E+00
  4.75000000000000E-03  9.97585145860822E-01  1.00233508270733E+00 -5.16774241657394E-01  4.83185871148251E-01  1.41416114402429E+00  7.07477351522908E-01 -6.82106781186548E+00  1.00000000000000E+00
  5.00000000000000E-03  9.97455842073847E-01  1.00245576841449E+00 -5.17656036855003E-01  4.82299766574027E-01  1.41415548102560E+00  7.07517375991424E-01 -6.82106781186548E+00  1.00000000000000E+00
  5.25000000000000E-03  9.97326317851023E-01  1.00257623258083E+00 -5.18537728516074E-01  4.81413544493522E-01  1.41414952760104E+00  7.07559451012016E-01 -6.82106781186548E+00  1.00000000000000E+00
  5.50000000000000E-03  9.97196573218189E-01  1.00269647517692E+00 -5.19419316986271E-01  4.80527204553698E-01  1.41414328374826E+00  7.07603576287370E-01 -6.82106781186547E+00  1.00000000000000E+00
  5.75000000000000E-03  9.97066608201100E-01  1.00281649617326E+00 -5.20300802611097E-01  4.79640746401320E-01  1.41413674946479E+00  7.07649751505762E-01 -6.82106781186547E+00  1.00000000000000E+00
  6.00000000000000E-03  9.96936422825425E-01  1.00293629554024E+00 -5.21182185735890E-01  4.78754169682955E-01  1.41412992474805E+00  7.07697976341077E-01 -6.82106781186547E+00  1.00000000000000E+00
  6.25000000000000E-03  9.96806017116745E-01  1.00305587324819E+00 -5.22063466705826E-01  4.77867474044976E-01  1.41412280959534E+00  7.07748250452822E-01 -6.82106781186547E+00  1.00000000000000E+00
  6.50000000000000E-03  9.96675391100556E-01  1.00317522926732E+00 -5.22944645865919E-01  4.76980659133556E-01  1.41411540400386E+00  7.07800573486143E-01 -6.82106781186547E+00  1.00000000000000E+00
  6.75000000000000E-03  9.96544544802267E-01  1.00329436356778E+00 -5.23825723561022E-01  4.76093724594668E-01  1.41410770797066E+00  7.07854945071836E-01 -6.82106781186547E+00  1.00000000000000E+00
  7.00000000000000E-03  9.96413478247202E-01  1.00341327611962E+00 -5.24706700135829E-01  4.75206670074088E-01  1.41409972149272E+00  7.07911364826370E-01 -6.82106781186548E+00  1.00000000000000E+00
  7.25000000000000E-03  9.96282191460597E-01  1.00353196689279E+00 -5.25587575934871E-01  4.74319495217387E-01  1.41409144456688E+00  7.07969832351896E-01 -6.82106781186548E+00  1.00000000000000E+00
  7.50000000000000E-03  9.96150684467604E-01  1.00365043585717E+00 -5.26468351302524E-01  4.73432199669940E-01  1.41408287718987E+00  7.08030347236272E-01 -6.82106781186548E+00  1.00000000000000E+00
  7.75000000000001E-03  9.96018957293286E-01  1.00376868298254E+00 -5.27349026583004E-01  4.72544783076917E-01  1.41407401935829E+00  7.08092909053079E-01 -6.82106781186547E+00  1.00000000000000E+00
  8.00000000000001E-03  9.95887009962624E-01  1.00388670823859E+00 -5.28229602120369E-01  4.71657245083284E-01  1.41406487106866E+00  7.08157517361636E-01 -6.82106781186547E+00  1.00000000000000E+00
