 # Funciones de onda del pino de grafeno
 # Fila: átomo, Columna: estado
    0.050347   -0.066795    0.155587    0.368888    0.249296   -0.167433   -0.288675   -0.157934    0.258653    0.161399   -0.153714    0.235702    0.094939   -0.096556   -0.114335    0.172218   -0.128220    0.419380   -0.399231   -0.052273   -0.013611    0.082481    0.199074    0.000356
    0.062054    0.028971    0.159732    0.218388    0.327174   -0.333489   -0.288675    0.023543    0.041300   -0.317475    0.035943    0.235702   -0.021523   -0.063745   -0.146104    0.111809    0.165802   -0.509913    0.251641    0.034679   -0.170864    0.023512   -0.201152   -0.001554
    0.118522   -0.217276    0.223491    0.419313    0.072662    0.074972    0.000000   -0.150895    0.159056    0.392526   -0.099080   -0.235702    0.000419    0.094745    0.204226   -0.243572   -0.061370   -0.019736    0.350366    0.053699    0.198147   -0.219852   -0.327337    0.000462
    0.172216    0.148469    0.237845    0.008642    0.275444   -0.347478   -0.000000    0.176918   -0.226661   -0.309025    0.168478   -0.235702   -0.090155    0.117021    0.188606   -0.257762   -0.006823    0.224606    0.019779   -0.006359    0.356095   -0.138449    0.334931    0.004415
    0.104046   -0.247175    0.167988    0.362799   -0.197068    0.092579    0.288675    0.321964    0.168836   -0.103868    0.068668    0.000000   -0.019766    0.143121   -0.092044   -0.347733   -0.034179   -0.259348   -0.247894    0.108254   -0.175066    0.326924    0.238642    0.059011
    0.270700   -0.298560    0.226901   -0.006815    0.064311    0.190611   -0.000000   -0.285706   -0.304282    0.124994    0.044350   -0.235702   -0.075266   -0.076984    0.102562    0.361871    0.212383   -0.135106    0.118804   -0.146771   -0.208492    0.113939    0.431277   -0.060785
    0.327635    0.077423    0.213867   -0.193478    0.295319    0.133747   -0.000000    0.210904   -0.171671    0.177847    0.259735   -0.235702    0.043243   -0.089641   -0.158424    0.118895   -0.285120   -0.056814   -0.337343    0.071789   -0.035592    0.145161   -0.439267    0.043348
    0.227985    0.312159    0.212232   -0.009970   -0.180721   -0.336766    0.288675   -0.091787   -0.045204   -0.004068   -0.226478   -0.000000   -0.001679    0.115814    0.208650   -0.033491    0.124874    0.283065    0.055877   -0.095717   -0.507307    0.160896   -0.248735   -0.055346
    0.029010   -0.087677    0.068202    0.209867   -0.122872    0.059960    0.288675    0.399279    0.217962   -0.223373    0.167181    0.000000    0.088922   -0.445777    0.181066    0.454497    0.041964    0.205354    0.164395   -0.064029    0.087340   -0.137338   -0.089893   -0.019224
    0.225642   -0.391868    0.122074   -0.002004   -0.265860    0.008011   -0.000000    0.011235   -0.246235   -0.217452   -0.039896    0.235702   -0.084947    0.305082   -0.338501    0.055124    0.047244    0.141922   -0.140958   -0.172697    0.065419   -0.421032   -0.216301   -0.162386
    0.299097   -0.309963   -0.000557   -0.235613    0.001025    0.077576   -0.000000   -0.301627    0.023149   -0.294798   -0.102542    0.235702    0.058016   -0.285470    0.240562   -0.207312    0.126264    0.105258   -0.051211    0.295356    0.189931    0.224499   -0.162021    0.305168
    0.354008    0.038453   -0.035620   -0.258050    0.226216    0.241451    0.000000    0.161525    0.281710    0.028776   -0.140836    0.235702   -0.176676   -0.170463   -0.109599   -0.285089   -0.173483    0.053976    0.290279   -0.313961   -0.078114    0.012050    0.149934   -0.340690
    0.378177    0.329906    0.097645   -0.078245   -0.092321    0.121922    0.000000    0.117329    0.116254    0.237954    0.034692    0.235702    0.332484    0.159206   -0.101034    0.090014    0.200146   -0.071723    0.079823    0.345717    0.001853   -0.333087    0.249994    0.263993
    0.203736    0.290918    0.101089    0.058136   -0.360294   -0.076303    0.000000   -0.254432    0.133748    0.077929    0.255197    0.235702   -0.249512    0.047316    0.216809    0.149598   -0.141713   -0.286241   -0.146804   -0.234143    0.405815    0.156124   -0.018296   -0.116541
